Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
500446,0.022528733,0.009179891,0.014179796,0.1548803,0.081101854,0.167551707,0,0,0.014128577,0,0.041135663,0.039198934,0.011414093,0,0,0.009837511,0,0.003533822,0.01821563,0,0,0.413113489,0,0.920376888,0.484214734
500665,0.052350216,0.004035534,0.019027211,0.110933067,0.089496952,0.177285452,0,0,0.0187903,0,0.088318211,0.016093099,0.080525569,0.016185201,0,0.003557196,0,0.000844955,0.009974676,0,0,0.312582361,0,0.89444222,0.552832254
502512,0.045746444,0.010315105,0.020008748,0.106377868,0.081937531,0.141165246,0,0,0.020611165,0,0.054202286,0.015673585,0.081933013,0,0,0.009390722,0,0.001007474,0.008169253,0,0,0.40346156,0,0.926946406,0.479047664
501785,0.035514559,0.012269853,0.01794913,0.11657138,0.001538447,0.102168956,0.002955172,0,0.043234149,0,0.041519993,0.045991657,0.046059203,0,0,0.010097306,0,0.000107878,0.029148457,0,0,0.494873859,0,0.908140777,0.471217505
502257,0.065684155,0.012778965,0.023896671,0.148790908,0.029936224,0.177304891,0,0,0.043444242,0,0.108055171,0.034892702,0.039662684,0,0,0.015308544,0,0,0.020477068,0,0,0.279767775,0,0.893794525,0.565295832
502449,0.114264388,0.003087172,0.022020968,0.186402745,0.033855083,0.170189643,0,0,0.014928664,0,0.037193235,0.059526769,0.024831885,0,0,0.013984581,0,0,0.020719385,0,0,0.298995483,0,0.902229475,0.553613979
503322,0.079889925,0,0.027733118,0.131478724,0.059850706,0.158287938,0.004645821,0,0.006780962,0,0.09895438,0.037691977,0.083480437,0.001072234,0,0.014485243,0,0.001180334,0.012805124,0,0,0.281663076,0,0.899571492,0.560833642
502942,0.13090893,0,0.04176691,0.126115994,0.032282273,0.259848303,0,0,0.016004438,0,0.044661932,0.003305402,0.04310023,0,0,0.007047427,0,0.003074763,0.010328154,0,0,0.281555245,0,0.898393436,0.561670755
503562,0.060759593,0,0.022798008,0.121673474,0.017206995,0.154444589,0,0,0.008512969,0,0.047630873,0.049255405,0.041307435,0,0,0.01098953,0,0.010233388,0.037443516,0,0,0.417744225,0,0.87161672,0.549496093
505106,0.044786267,0,0.015562784,0.118166381,0.031522195,0.086956942,0,0,0.0235797,0,0.022310631,0.034720578,0.022564987,0.008103486,0,0,0,0,0.010371828,0,0,0.581354222,0,0.931153126,0.398672276
505431,0.067736768,0.001208228,0.007877727,0.080697642,0.061639847,0.143694647,0,0,0.006693109,0,0.052484928,0.017289477,0.038539598,0,0,0.021444882,0,0.002122892,0.025999591,0,0,0.472570664,0,0.903333432,0.487156628
506254,0.068423261,0,0.022078215,0.094603372,0.078995351,0.158821518,0,0,0.006911534,0,0.02578511,0.028272693,0.028276521,0,0,0.010728492,0,0.003117884,0.010827142,0,0,0.463158904,0,0.933058346,0.448327033
506315,0.054263918,0.008551056,0.0235705,0.180646841,0.049932045,0.131490438,0,0,0.031062555,0,0.053766031,0.044318521,0.041309785,0,0,0.000240253,0,0.004818504,0.017331834,0,0,0.358697717,0,0.904073126,0.527743249
506539,0.073851922,0,0.019000461,0.099958237,0.137917377,0.158690206,0.017464294,0,0.00496804,0,0.077860625,0.017355778,0.067381956,0,0,0.005157129,0,0.002105271,0.010996744,0,0,0.30729196,0,0.902118306,0.549229863
506546,0.107583296,0.01612924,0.040186972,0.165635124,0.024544658,0.136378051,0,0,0.035743943,0,0.058024578,0.106290262,0.041106684,0,0,0.00845597,0,0.004774814,0.008240899,0,0,0.24690551,0,0.870064455,0.595432978
508635,0.06834864,0.017967126,0.018521459,0.111480514,0.058202914,0.202117013,0,0,0.018760167,0,0.035233988,0.022186128,0.029945397,0,0,0.003744573,0,0.000576549,0,0,0,0.412915534,0,0.905049345,0.505656176
506982,0.044529171,0.004084576,0.023802973,0.094647122,0.084915753,0.215010092,0,0,0.02816142,0,0.097643184,0.05263253,0.025735704,0,0,0.013445578,0,0.00382116,0.001791582,0,0,0.309779154,0,0.888663072,0.556497234
507401,0.030908811,0.010749716,0.016191458,0.131472122,0.064590681,0.146883479,1.72377931695373e-05,0,0,0,0.097709505,0.045824706,0,0,0,0.011333004,0,0.010366331,0.026879251,0,0,0.407073698,0,0.879037437,0.540552334
508935,0.072652945,0.007390866,0.022703145,0.126701847,0.050139236,0.167929769,0,0,0.010975238,0,0.004865661,0.042041327,0.080366789,0,0,0.022605938,0,0.002909448,0.023881318,0,0,0.364836473,0,0.923859051,0.507583238
508945,0.030580437,0.005678246,0.005417343,0.095454629,0.024692597,0.093737568,0,0,0.022104773,0,0.035713912,0.048477468,0,0,0,0,0,0.004824142,0,0.013478544,0,0.619840342,0,0.934475977,0.381027674
509597,0.053257225,0.007769308,0.016764992,0.115020494,0.046552521,0.129566369,0,0,0,0,0.08629769,0.044191621,0.083763448,0,0,0.022626685,0,0,0.036703282,0,0,0.357486364,0,0.924765737,0.507516825
509117,0.070237634,0.004998348,0.025079674,0.13866482,0.074580719,0.208652509,0,0,0.014557517,0,0.025202129,0.030770627,0.059580679,0,0,0.013351106,0,0,0.018530558,0,0,0.31579368,0,0.85725517,0.591268339
509217,0.025744215,0.015394226,0.016624509,0.101327285,0.044395153,0.144665701,0.016106225,0,0.012758506,0,0.039370129,0.021524143,0,0,0,0.007714181,0,0.002960005,0.030337562,0,0,0.521078161,0,0.918212888,0.44894254
512317,0.055252468,0.017214927,0.021719471,0.079733121,0,0.120635458,0,0,0.035738881,0,0.016993085,0.032855484,0.048179691,0,0,0.001342055,0,0.001060606,0.0193022,0,0,0.549972554,0,0.915791101,0.437749363
512981,0.09202995,0,0.016822599,0.11056779,0.05583082,0.163433039,0,0,0.018171041,0,0.019319014,0.044183912,0.063434941,0,0,0.010868591,0,0.001645713,0.013101724,0,0,0.390590864,0,0.905845659,0.515985726
513128,0.108631899,0,0.024753454,0.11001957,0.085699188,0.164467518,0,0,0.031255611,0,0.013993403,0.030946218,0.057028108,0.013905169,0,0.016315674,0,0,0.022304873,0,0,0.320679316,0,0.902185161,0.551689992
512307,0.090515312,0,0.02694367,0.14976877,0.066969218,0.209550169,0,0,0.004145248,0,0.008408396,0.059996928,0.066423331,0,0,0.004545278,0,0,0.02264079,0,0,0.290092889,0,0.889805412,0.568124179
512974,0.049183822,0,0.017429973,0.077288755,0.04603111,0.124989877,0,0,0.020746956,0,0.06938787,0.011127075,0.076962869,0.000836812,0,0,0,0.001492222,0.011226335,0,0,0.493296324,0,0.939683107,0.415765707
512636,0.070712943,0,0.008926577,0.103910754,0.077982559,0.124686805,0,0,0.01187373,0,0.024043944,0.041037459,0.010772119,0,0,0.020477071,0,0.002930208,0.015615944,0,0,0.487029889,0,0.911165451,0.471927122
512723,0.066711001,0.02701005,0.026435165,0.09820364,0.030575091,0.157628138,0.017725582,0,0.014604228,0,0.144251075,0,0.0153184,0,0,0,0,0.006633204,0.028094342,0,0,0.366810082,0,0.882944472,0.554715647
513509,0.055198785,0.014223241,0.019557682,0.092947922,0.028878957,0.126624789,0,0,0.023654897,0,0.023371386,0.028985442,0.028776117,0,0,0.010981092,0,0,0.008567897,0,0,0.538231793,0,0.912056699,0.449106624
515221,0.127872502,0,0.020363361,0.115468963,0.001680392,0.169945434,0,0,0.010787178,0,0.01082504,0.037261382,0.076288708,0,0,0.014689606,0,0.002591746,0.013481664,0,0,0.398744026,0,0.91424105,0.502180955
515369,0.13712943,0,0.031883737,0.184887741,0,0.125264404,0,0,0,0,0.13169088,0.0687494,0.044590186,0,0,0.003007312,0,0.002211277,0.017280637,0,0,0.253304994,0,0.900123209,0.557042157
515914,0.034430616,0,0.019443341,0.140503942,0.117796893,0.19056065,0,0,0.014311329,0,0.069238388,0.016682834,0.025784884,0,0,0.007547129,0,0.001541833,0.01166977,0,0,0.35048839,0,0.909183052,0.518090704
516758,0.052100525,0.015307126,0.021399438,0.163192697,0.018062959,0.090747179,0,0,0.056019271,0,0.100873748,0.044175933,0.075518981,0,0,0,0,0.003652123,0,0,0,0.35895002,0,0.85941751,0.571767315
515440,0.175943116,0.001875932,0.044186557,0.190805265,0,0.291940241,0,0,0.01125565,0,0.033627326,0.038355545,0.06802001,0,0,0,0,0.000351051,0.026171161,0,0,0.117468147,0,0.83081858,0.639084225
516941,0.108084151,0,0.034368299,0.116730366,0,0.151349436,0,0,0.019104928,0,0.093164826,0.034508556,0.050997815,0,0,0,0,0.004019077,0.024963002,0,0,0.362709542,0,0.870704168,0.567112175
517317,0.149105273,0.027172927,0.045585384,0.115597999,0,0.139747439,0.016505733,0,0.012377594,0.006912174,0.04392289,0.068846642,0,0,0,0,0,0.000379424,0.016999671,0,0,0.356846852,0,0.708983783,0.71680623
518662,0.012592192,0.012144929,0.012112764,0.136692421,0.002961553,0.09455436,0.010308667,0,0.052943168,0,0.030313166,0.029508029,0.025010135,0,0,0.000415406,0,0.000481005,0.036880745,0,0,0.543081461,0,0.914007732,0.444289137
517263,0.060164497,0,0.009792672,0.066382771,0.047164294,0.126890754,0,0,0.016914824,0,0.044140773,0.014864992,0,0,0,0.010422877,0,0.003157461,0.013495218,0,0,0.586608866,0,0.942979742,0.375653561
519786,0.066892989,0,0.028910761,0.105871679,0,0.160976937,0,0,0.015053727,0,0.082849362,0.051829675,0.02192381,0,0,0.008167751,0,0.008695695,0.03426976,0,0,0.414557854,0,0.893947051,0.525019539
517721,0.03564435,0,0.025520766,0.276391998,0,0.1535094,0.018245807,0,0.029984661,0,0.064544509,0.100509667,0,0,0,0.004955118,0,0.004770123,0,0.016549066,0.040618213,0.228756322,0,0.714160231,0.716586768
519831,0.064489997,0.015702246,0.02727476,0.111640822,0,0.17949691,0.021070468,0,0,0,0.139281359,0.056670467,0.046589782,0,0,0,0,0.008086847,0.015086717,0,0,0.314609626,0,0.819807035,0.624256101
520823,0.080299921,0,0.022232437,0.126188345,0.085853199,0.162045392,0.00178866,0,0.017296293,0,0.107597383,0.028607303,0.010935909,0,0,0.009034773,0,0.002272351,0.012222869,0,0,0.333625166,0,0.916668171,0.522938823
520638,0.058452492,0.059235617,0.032260586,0.149645467,0,0.200355027,0,0,0.0263416,0,0.039006177,0.091302201,0.129363444,0,0,0.000820416,0,0.002757055,0.0171939,0,0,0.193266018,0,0.778589461,0.683643412
521605,0.104247054,0,0.026909869,0.202183459,0.002896974,0.167812321,0.022280301,0,0.017874034,0,0.080996639,0,0.076704375,0,0,0.003273458,0,0.00688209,0.011480834,0,0,0.276458593,0,0.86910168,0.591236311
522062,0.033186572,0.019357908,0.017556264,0.099570802,0.020925169,0.137481461,0.002890359,0,0.015551661,0,0.053189766,0.028029635,0.039741305,0,0,0.002594344,0,0.006597075,0.02343911,0,0,0.49988857,0,0.930105561,0.435364535
522998,0.109188036,0,0.028476392,0.122671931,0.045302814,0.170893073,0,0,0.033148496,0,0.014442822,0.060292098,0.049472171,0,0,0.018320103,0,0,0.031442823,0,0,0.316349242,0,0.902272457,0.556053673
522729,0.026423238,0.029600909,0.018713343,0.194666826,0,0.077392644,0,0,0.041776858,0,0.034435605,0.076116798,0.029153042,0,0,0.006528457,0,0.002122265,0.019471056,0,0,0.44359896,0,0.883601998,0.522442539
551341,0.071158871,0.005545003,0.019421724,0.093310249,0.0161872,0.155627728,0,0,0.024769153,0,0.036488343,0.015315988,0.073715245,0,0,0.00630803,0,0.002165059,0.01273154,0,0,0.467255867,0,0.945915007,0.422037392
525449,0.020174224,0.016446033,0.011899583,0.089235612,0.097248927,0.127495297,0.020293739,0,0.000454233,0,0.019010336,0.024615988,0.024360616,0,0,0.021590687,0,0.003039328,0.034383128,0,0,0.48975227,0,0.906957347,0.476495251
524656,0.040263659,0.005848624,0.019080106,0.140741753,0,0.184362693,0,0,0.031093898,0,0.039323469,0.06530761,0.04943255,0,0,0,0,0.007584722,0.028024125,0,0,0.388936792,0,0.889216505,0.535352778
525850,0.077410195,0.006700809,0.025655977,0.072623405,0,0.110702043,0,0,0.044226292,0,0.027176007,0.051097612,0.052770907,0,0,0,0,0.006154282,0.027055356,0,0,0.498427117,0,0.900931441,0.481648446
526034,0.012650429,0.022707627,0.004031319,0.065529797,0,0.023965373,0,0,0.024176706,0,0,0.054423009,0,0,0,0,0,0.013849898,0,0.000697627,0,0.777968215,0,0.924266556,0.395655989
524641,0.020735743,0.029702293,0.021993523,0.125710388,0,0.068410196,0,0,0.02639875,0,0.020009195,0.054289573,0.06482346,0,0,0,0,0.009479671,0.021293849,0,0,0.53715336,0,0.921143498,0.431603188
501474,0.043549043,0.007581057,0.016722783,0.108465938,0.05316208,0.165076683,0,0,0.022908082,0,0.078752689,0.032755004,0.032418412,0,0,0.007693139,0,0.001606411,0.030489308,0,0,0.398819372,0,0.935062656,0.476760829
500566,0.001554776,0.016268532,0.006625676,0.118144601,0.006566451,0.067200151,0.009633612,0,0.02450838,0,0.04123303,0.052153235,0,0,0,0.004296346,0,0.002788056,0,0.003674537,0,0.645352616,0,0.926364144,0.391320047
500826,0.081379549,0.005257499,0.024112255,0.088292391,0.062590154,0.148789886,0,0,0.022001233,0,0.049307691,0.008663515,0.031076606,0,0,0.008184044,0,0,0.018959171,0,0,0.451386005,0,0.901084033,0.49957786
500884,0.075624826,0,0.022558523,0.084074377,0.074908357,0.147873741,0,0,0.008158322,0,0.058941194,0.031310048,0.030143286,0,0,0.006722152,0,0.001087701,0.010560747,0,0,0.448036725,0,0.934596369,0.453778192
502031,0.028769134,0.009497439,0.012657071,0.070954316,0,0.027127365,0.010017158,0,0.027105648,0,0.125671328,0.03732175,0.038183486,0.004763765,0,0,0,0.002189166,0,0,0,0.605742376,0,0.880343603,0.482518065
500513,0.104428813,0,0.032475579,0.120105863,0.09198375,0.115652195,0,0,0.013501763,0,0.068104702,0.000757099,0.049449858,0,0,0.015836543,0,0,0.035977778,0,0,0.351726057,0,0.855851232,0.588135986
502068,0.056325365,0,0.009394427,0.149393341,0.120523009,0.178109805,0,0,0.020610912,0,0.017788056,0.031243412,0.060912761,0.001631575,0,0,0,0.002544223,0.018381076,0,0,0.333142037,0,0.872655347,0.564879726
502928,0.0478986,0.016380468,0.034596701,0.184328254,0,0.130775314,0.002545108,0,0.059338645,0,0.019590639,0.059772765,0.061356905,0,0,0,0,0.001528994,0.013830226,0,0,0.368057381,0,0.877156757,0.555919021
503467,0.104054186,0.031029175,0.034721718,0.073843017,0,0.144796432,0,0,0.033906283,0,0.027083601,0.010814288,0.070375837,0,0,0.00181331,0,0.004404119,0.018053764,0,0,0.445104269,0,0.840533608,0.573633547
503703,0.102546427,0,0.027365333,0.168214267,0,0.194319221,5.08522409232506e-05,0,0.003907319,0,0.146123336,0.030332343,0.00126651,0,0,0.003338326,0,0.002781614,0.001543415,0,0,0.318211037,0,0.91736202,0.518047267
504141,0.024990203,0.006951431,0.011412754,0.155045721,0.016220661,0.270137508,0,0,0.016175532,0,0.064998531,0.094334698,0.031119269,0,0,0.006167872,0,0.003454242,0.010370998,0,0,0.288620581,0,0.885029487,0.556410989
504779,0.103310612,0.025502615,0.017196059,0.151391768,0,0.197728033,0.007802565,0,0,0,0.059857505,0.033579261,0,0,0,0.003352215,0,0.00287583,0.01732272,0,0,0.380080817,0,0.862822402,0.569969672
504999,0.046192099,0,0.014044692,0.121948425,0.027415738,0.118377841,0,0,0.025247676,0,0.079599386,0.033911383,0.087346478,0.002536171,0,0.001862894,0,0.000707702,0.020862939,0,0,0.419946575,0,0.926193225,0.470901382
503938,0.051902479,0,0.013816711,0.149368347,0.102847189,0.095953513,0,0,0.033344407,0,0,0.056768473,0.076219929,0,0,0.0020572,0,0.00013395,0.029156286,0,0,0.388431515,0,0.903769526,0.516142553
504024,0.054337253,0,0.020908345,0.151338564,0.090814097,0.194568477,0,0,0.010955127,0,0.019763783,0.035353268,0.056145759,0,0,0.010163523,0,0.004188609,0.002757152,0,0,0.348706044,0,0.926122706,0.501487392
503688,0.142896835,0,0.023607393,0.102269135,0.041924863,0.148727983,0.004132641,0,0.00761689,0,0.070862512,0.001758876,0.064786622,0,0,0.007303046,0,0.000643585,0.017382608,0,0,0.366087009,0,0.928592715,0.500484582
503869,0.077918059,0,0.010545647,0.113847372,0,0.093673547,0,0,0.026263221,0,0.061032149,0.035160265,0.096575368,0.017814066,0,0,0,0.001132806,0.016693427,0,0,0.449344071,0,0.903697784,0.489076896
504526,0.037728981,0,0.012246363,0.108809106,0.083097571,0.160089378,0,0,0.031849218,0,0.102565693,0.033498526,0.060046786,0.003511151,0,0.001447282,0,0.001568855,0.000892809,0,0,0.362648281,0,0.899700178,0.524040381
504792,0.069916204,0,0.025292178,0.139284969,0.078514924,0.119410172,0,0,0.014035902,0,0.054754844,0.026345148,0.031214948,0,0,0.0194021,0,0.004898505,0.035161794,0,0,0.381768311,0,0.91472561,0.514491361
505984,0.070675589,0,0.02072756,0.133735134,0.04499246,0.107909085,0,0,0.02919146,0,0.089075992,0.018577149,0.003142029,0.000496889,0,0.002254496,0,0.002047916,0,0.018216752,0,0.458957491,0,0.92676177,0.460710791
505187,0.067587065,0,0.029030857,0.15324338,0.07669731,0.171758901,0,0,0.033829979,0,0.010399218,0.057222985,0.042559031,0,0,0.005071877,0,4.99983642174331e-05,0.022546416,0,0,0.330002983,0,0.891574199,0.553677122
503159,0.066854602,0.009247935,0.023241417,0.163794528,0.049530241,0.201450405,0.002909664,0,0.012116419,0,0.10282,0.058850769,0.052275294,0,0,0,0,0.008182633,0.015141468,0,0,0.233584625,0,0.896894615,0.566628856
505517,0.09857514,0,0.026830623,0.139925853,0.030718564,0.10561667,0,0,0.024362296,0,0.076380117,0.020415571,0.036717191,0,0,0,0,0.00254142,0.016275444,0,0,0.421641111,0,0.932650635,0.469355233
506859,0.080108815,0,0.024202249,0.156903831,0,0.131724621,0.042602726,0,0.018127207,0,0.04420413,0.100362896,0,0,0.005781838,0.006115997,0,0.003509296,0,0.003247595,0.023678973,0.359429826,0,0.884387187,0.554335071
503965,0.074028943,0.02906094,0.049365499,0.106754766,0.037095716,0.071117634,0.016585847,0,0.050126149,0.00107804,0,0.167408126,0.052405459,0,0.020415326,0.00246869,0,0.009207128,0.025977542,0,0.025222808,0.261681388,0,0.81727815,0.651229732
507592,0.053376834,0.002747877,0.012471754,0.065104755,0.019649073,0.105538636,0,0,0.005545317,0,0.090029996,0.032820642,0.032598652,0.00899649,0,0.021885597,0,0.001593242,0.012088511,0,0,0.535552626,0,0.887886694,0.48645889
508119,0.012955011,0.012886167,0.019603865,0.094455435,0.023286626,0.175054543,0.004280726,0,0.009259224,0,0.028230863,0.050466965,0.013934101,0,0,0.010345926,0,0.009665721,0.02608,0,0,0.509494826,0,0.926972154,0.438346315
507056,0.034325778,0.01202624,0.016646957,0.141917062,0,0.107446612,0.008560419,0,0.024476474,0,0.081741914,0.031139897,0.043724752,0,0,0.001658323,0,0.0008471,0.012031944,0,0,0.48345653,0,0.909493136,0.470409493
506190,0.043505468,0.009238452,0.024632688,0.176668981,0.063941389,0.190757429,0,0,0.011398593,0,0.06063329,0.087896209,0.038059821,0,0,0.008928135,0,0.003940791,0.020530327,0,0,0.259868428,0,0.90992401,0.547631699
507464,0.119057779,0,0.020568991,0.135761531,0.033644684,0.18024913,0,0,0.013228169,0,0.14097286,0,0.085601921,0,0,0.003874524,0,0,0.012450721,0,0.004741314,0.249848376,0,0.912107658,0.554835117
508253,0.052065799,0,0.019636126,0.121589514,0.074873261,0.153697027,0,0,0.016509037,0,0.067799686,0.056682395,0.01190919,0,0,0.004473168,0,0.008267812,0.011353129,0,0,0.401143856,0,0.917896392,0.49546249
507312,0.113221255,0,0.033918494,0.171955777,0.052843751,0.187877708,0.003878383,0,0.011917854,0,0.082438816,0.023920537,0.042027623,0,0,0.002910922,0,0.000958603,0.013382399,0,0,0.258747876,0,0.886548433,0.576423807
506931,0.065864493,0,0.013883696,0.133695967,0.074966693,0.162715134,0,0,0.002438753,0,0.032871396,0.038561815,0.067329436,0.012696151,0,0.00668267,0,0,0.019705933,0,0,0.368587861,0,0.854734529,0.578074223
508099,0.109710192,0,0.017901892,0.112816286,0.059249504,0.110204616,0,0,0.033895557,0,0.048814152,0.021274585,0.046819743,0.007331728,0,0.005350841,0,0.000765853,0.01605705,0,0,0.409808001,0,0.921092846,0.490862908
508973,0.110916731,0,0.025788604,0.136061715,0.006808639,0.155831555,0,0,0.020420998,0,0.080744391,0.080755815,0.077561666,0,0,0,0,0.002156207,0.0176014,0,0,0.28535228,0,0.912043415,0.545520987
510106,0.061114413,0,0.019047275,0.176892619,0.03798719,0.151679333,0,0,0.051906527,0,0.089681344,0.041041664,0.071608649,0,0,0,0,0.001614109,0.014285128,0,0,0.283141748,0,0.898321774,0.553750224
509567,0.078215227,0,0.027868957,0.13459924,0.0752198,0.121336473,0.012242272,0,0.010492055,0,0.07295902,0.039589751,0.081341368,0,0,0.0190119,0,0.000559312,0.006459009,0,0,0.320105615,0,0.910703868,0.53791837
508695,0.026697923,0,0.011675594,0.144366759,0.025165212,0.096471431,0,0,0.028078599,0,0.049940813,0.051541529,0.079377547,0,0,0.001511827,0,0,0.01002838,0,0,0.475144385,0,0.939959397,0.421018421
508115,0.115942949,0.023749628,0.031825541,0.147135001,0.000503443,0.176222033,0.024617632,0,0.00733803,0,0.126714289,0,0.048371262,0,0,0.001218793,0,0.001601136,0.023357793,0,0,0.271402471,0,0.867161352,0.597731589
510414,0.033590539,0.017117893,0.022510333,0.084309969,0.012648025,0.152031334,0.015148853,0,0.008293734,0,0.05621373,0.04425101,0.00939379,0,0,0.013062121,0,0.002423491,0.013667902,0,0.002840933,0.51249634,0,0.921199723,0.447107049
510347,0.070722718,0,0.021278648,0.055429001,0.022757778,0.123212579,0,0,0.014515053,0,0.079905124,0.025539237,0.067552786,0,0,0,0,0.003076642,0.010313097,0,0,0.505697337,0,0.945180041,0.402355836
512077,0.068026137,0.000497937,0.022890011,0.151706817,0.063697312,0.143788895,0,0,0.020166871,0,0.111637992,0.030577468,0.039891317,0.009597999,0,0,0,0.002524758,0.005733515,0,0,0.32926297,0,0.851068381,0.589528108
510642,0.039024865,0.045813916,0.035804657,0.202695711,0.017594258,0.201077409,0.019930804,0,0.013541171,0,0.05119742,0.027465245,0.03167497,0,0,0.00456395,0,0.003071541,0.027605667,0,0,0.278938416,0,0.825285586,0.631035168
512763,0.050074604,0.001022014,0.019953868,0.155993574,0,0.154499804,0,0,0.048931407,0,0.01815597,0.022197732,0.018190976,0,0,0.005553386,0,0.004153924,0.009949524,0,0,0.491323216,0,0.927188126,0.44364427
513160,0.046525615,0,0.015761937,0.058613284,0.024688104,0.18085708,0.021032979,0,0,0,0.129886321,0,0,0,0,0.001474343,0,0.010103287,0.022886162,0,0,0.488170887,0,0.94705772,0.416459943
513021,0.061441389,0.01036718,0.025173135,0.198232957,1.99570406523694e-05,0.126013254,0.011292053,0,0.057952344,0,0.035710577,0.071171565,0.057357098,0,0,0,0,0.002198754,0.003373543,0,0,0.339696193,0,0.861090341,0.578602082
512788,0.057646404,0.002589612,0.016889304,0.152603619,0.003055074,0.14055847,0,0,0.006367872,0,0.028331708,0.046319697,0.013325994,0,0,0.008132968,0,0.003441635,0,0,0,0.520737644,0,0.951863258,0.386966686
551294,0.022121582,0.019043646,0.004685824,0.090478067,0.046577123,0.083176925,0,0,0.021765663,0,0.008800219,0.038766114,0.022653413,0,0,0,0,0.006014655,0.008650784,0,0,0.627265983,0,0.947163426,0.34778135
515048,0.041743274,0,0.014419954,0.178885194,0.005625432,0.178519993,0.003701211,0,0.016365002,0,0.017721672,0.120405929,0.00236612,0,0.000720987,0,0,0.00199155,0,0.020128681,0,0.397405002,0,0.910979141,0.501240292
515452,0.04614225,0,0.013114911,0.184296045,0.04732705,0.187241772,0.04114924,0,0.011181567,0,0.122566575,0.009850247,0.035589289,0,0,0.013538637,0,0,0.025031243,0,0,0.262971175,0,0.881697406,0.576154912
516817,0.051130896,0,0.022802126,0.063478517,0.068210752,0.15134982,0,0,0.003183593,0,0.041407638,0.017397226,0.100524785,0,0,0.007200246,0,0.001072528,0.018232728,0,0,0.454009145,0,0.916055638,0.469631229
516467,0.045762437,0.005709856,0.059744654,0.087973006,0,0.081005798,0.001431963,0,0.056144023,0,0,0.027095447,0.054727734,0.001933136,0,0,0,0.010517139,0.029999231,0,0,0.537955576,0,0.666782909,0.749429615
518265,0.085858337,0.00651794,0.029606117,0.131774412,0.102122933,0.217892481,0,0,0.017407909,0,0.024725009,0.02782885,0.076497364,0,0,0,0,0.00231547,0.026906251,0,0,0.250546927,0,0.898584549,0.570234634
516877,0.021389284,0.013700875,0.010941854,0.127283567,0.014259981,0.084251749,0,0,0.043414114,0,0.034090274,0.017840697,0.096093848,0.002920765,0,0,0,0.00055711,0.008028462,0,0,0.525227419,0,0.916376558,0.437809174
516539,0.080221889,0.012362241,0.028732164,0.099479226,0.065571969,0.17796961,0,0,0.024325833,0,0.021425798,0.006684098,0.028386634,0,0,0.015443417,0,0.008645648,0.032301051,0,0,0.398450419,0,0.908854396,0.515094572
